Code,Disease Name,Avg Price (INR),Claim Count,Fraud Rate
71875,Dev dis jt-pelvic/thigh,197.5,40,45.0
34651,Prs ara w ntr wo inf/st,197.42,31,38.71
2469,Disorder of thyroid NOS,197.38,168,35.71
71891,Jt derangment NOS-shlder,197.38,42,30.95
8739,Open wnd head NEC-compl,197.33,15,46.67
71982,Joint dis NEC-up/arm,197.31,52,48.08
71853,Ankylosis-forearm,197.02,47,38.3
36264,Senile reticular degen,197.0,10,40.0
45182,Phlbts sprfc vn up extrm,196.98,63,44.44
6805,Carbuncle of buttock,196.96,56,41.07
28982,Sec hypercoagulable st,196.61,62,27.42
71692,Arthropathy NOS-up/arm,196.51,43,30.23
2890,Secondary polycythemia,196.5,20,25.0
49310,Intrinsic asthma NOS,196.49,114,35.96
4760,Chronic laryngitis,196.39,36,22.22
71856,Ankylosis-lower/leg,196.3,54,33.33
6023,Dysplasia of prostate,196.25,16,18.75
81252,"Fx humer, lat condyl-opn",196.0,10,20.0
V180,Fam hx-diabetes mellitus,196.0,25,48.0
V1270,Prsnl hst unspc dgstv ds,195.98,82,37.8
56984,Angio intes w/o hmrhg,195.94,64,43.75
8920,Open wound of foot,195.93,27,44.44
36542,Glaucoma w iris anomaly,195.91,22,31.82
04186,Helicobacter pylori,195.88,17,11.76
7965,Abn find antenatl screen,195.77,26,26.92
61183,Capslr contrctr brst imp,195.73,117,35.9
70721,"Pressure ulcer, stage I",195.68,132,37.12
72971,Nontraum comp syn-up ext,195.51,69,40.58
46431,Ac epiglottitis w obstr,195.41,109,39.45
2850,Sideroblastic anemia,195.21,261,36.4
7396,Somat dysfunc lower extr,195.14,37,40.54
71663,Monoarthrit NOS-forearm,195.08,63,39.68
V8538,"BMI 38.0-38.9,adult",195.0,32,56.25
71623,Allerg arthritis-forearm,195.0,48,37.5
7318,Bone involv in oth dis,195.0,40,40.0
V5873,Aft surg circ syst NEC,194.95,440,34.77
71627,Allerg arthritis-ankle,194.81,54,37.04
V500,Hair transplant,194.8,25,44.0
6109,Benign mamm dysplas NOS,194.75,120,34.17
8744,Open wound of pharynx,194.67,15,40.0
5852,Chro kidney dis stage II,194.6,63,41.27
V429,Transplant status NOS,194.55,22,36.36
7011,"Keratoderma, acquired",194.44,54,42.59
33904,Chr paroxysml hemicrania,194.44,36,38.89
72879,Fibromatoses NEC,194.38,73,30.14
28311,Hemolytic uremic synd,194.34,297,33.33
2714,Renal glycosuria,194.23,26,38.46
25052,DMII ophth uncntrld,194.2,88,30.68
4920,Emphysematous bleb,194.12,444,35.36
2825,Sickle-cell trait,194.12,17,35.29
2158,Ben neo soft tissue NEC,194.09,22,31.82
5290,Glossitis,194.0,10,40.0
V435,Bladder replacement NEC,193.84,86,25.58
2759,Dis mineral metabol NOS,193.79,29,44.83
79095,Elev C-reactive protein,193.79,29,31.03
59000,Chr pyelonephritis NOS,193.59,357,36.41
9116,Foreign body trunk,193.55,31,22.58
78843,Nocturia,193.37,95,33.68
9159,Suprf inj finger NEC-inf,193.33,24,45.83
78836,Nocturnal enuresis,193.33,87,37.93
V140,Hx-penicillin allergy,193.33,42,35.71
32724,Idiopath sleep hypovent,193.33,21,42.86
7914,Biliuria,193.33,96,30.21
V210,Rapid childhood growth,193.12,32,25.0
82539,Fx foot bone NEC-open,193.08,13,38.46
05413,Herpetic infect of penis,193.08,13,38.46
71957,Jt stiffness NEC-ankle,193.05,59,37.29
32742,REM sleep behavior dis,193.0,30,40.0
07052,Hpt dlt wo b wo hpt coma,192.94,17,41.18
V171,Family hx-stroke,192.86,35,31.43
4253,Endocard fibroelastosis,192.86,14,21.43
71510,Loc prim osteoart-unspec,192.77,141,37.59
33982,Headache w sex activity,192.64,53,50.94
9148,Superficial inj hand NEC,192.63,19,21.05
78095,"Excs cry chld,adol,adult",192.57,35,25.71
2867,Acq coagul factor defic,192.53,75,26.67
6020,Calculus of prostate,192.5,16,18.75
29575,Schizoaffectve dis-remis,192.44,41,39.02
V8905,Sus cervcl shortn nt fnd,192.41,29,41.38
71827,Pathol dislocat-ankle,192.31,39,25.64
33521,Prog muscular atrophy,192.31,13,30.77
0431,Intracerebral hemorrhage,192.11,38,36.84
29514,Hebephrenia-chr/exacerb,192.09,43,27.91
V190,Family hx-blindness,192.06,34,32.35
34671,Ch mgr wo ara w nt wo st,192.0,45,40.0
71889,Jt derangement NEC-mult,191.86,59,30.51
40599,Second hypertension NEC,191.75,40,45.0
33519,Spinal muscl atrophy NEC,191.67,12,25.0
1172,Chromoblastomycosis,191.6,25,44.0
4472,Rupture of artery,191.54,39,35.9
71987,Joint dis NEC-ankle,191.45,62,32.26
71693,Arthropathy NOS-forearm,191.4,57,28.07
28850,Leukocytopenia NOS,191.25,32,34.38
47811,Nasal mucositis (ulcer),191.25,40,17.5
36223,"Retinoph prematr,stage 1",191.25,16,31.25
9918,Effect reduced temp NEC,191.18,17,35.29
9144,Insect bite hand,191.18,34,23.53
71963,Joint sympt NEC-forearm,191.09,46,26.09
33909,Trigem autonmc cephl NEC,191.09,46,21.74
7131,Arthrop w noninf GI dis,191.0,40,40.0
71882,Jt derangment NEC-up/arm,190.93,43,44.19
71953,Jt stiffnes NEC-forearm,190.7,43,25.58
84513,Sprain interphalang toe,190.68,44,31.82
9110,Abrasion trunk,190.67,30,36.67
92232,Buttock contusion,190.57,35,28.57
71637,Climact arthritis-ankle,190.48,42,26.19
59370,Vescouretrl rflux unspcf,190.43,46,32.61
V4584,Dental restoratn status,190.42,24,33.33
6829,Cellulitis NOS,190.4,101,31.68
27789,Metabolism disorder NEC,190.32,31,38.71
9133,Blister forearm-infected,190.31,32,37.5
71602,Kaschin-beck dis-up/arm,190.26,38,15.79
2808,Iron defic anemia NEC,190.22,275,41.82
4800,Adenoviral pneumonia,190.0,45,37.78
87344,Open wound of jaw,190.0,11,27.27
71927,Villonod synovit-ankle,190.0,47,34.04
V1041,Hx-cervical malignancy,190.0,16,37.5
8190,Fx arms w rib/sternum-cl,190.0,12,41.67
9199,Superfic inj NEC-infect,190.0,22,31.82
03285,Cutaneous diphtheria,189.72,72,36.11
71642,Trans arthropathy-up/arm,189.72,36,41.67
23770,Neurofibromatosis NOS,189.71,35,45.71
V8552,"BMI,pediatric 5% - <85%",189.7,33,39.39
2702,Arom amin-acid metab NEC,189.66,29,41.38
2764,Mixed acid-base bal dis,189.56,229,36.68
34501,Gen nonconv ep w intr ep,189.47,75,36.0
36551,Phacolytic glaucoma,189.38,16,37.5
8877,"Amputat arm, bilat-compl",189.23,26,30.77
5187,Transfsn rel ac lung inj,189.17,12,50.0
9238,Multiple contusion arm,189.13,23,34.78
25030,DMII o cm nt st uncntrld,189.13,104,27.88
71530,Loc osteoarth NOS-unspec,189.12,125,35.2
29525,Catatonia-remission,189.11,45,42.22
6114,Atrophy of breast,189.07,107,37.38
45939,Chr venous hyp comp NEC,189.02,41,31.71
95913,Fx corpus cavrnosm penis,189.0,10,70.0
68101,Felon,188.91,64,35.94
8875,"Amput arm, unil NOS-comp",188.75,24,29.17
45919,Postphleb synd comp NEC,188.57,49,48.98
20084,Mixed lymphosarc axilla,188.46,13,61.54
71824,Pathol dislocat-hand,188.38,37,35.14
33379,Acq torsion dystonia NEC,188.33,12,50.0
05882,Human herpesvirus 7 infc,188.33,12,41.67
V5878,Aftrcre surg MS syst NEC,188.22,456,37.5
V142,Hx-sulfonamides allergy,188.06,31,35.48
71643,Trans arthropath-forearm,187.96,49,28.57
8850,Amputation thumb,187.83,23,43.48
30022,Agoraphobia w/o panic,187.67,43,44.19
71914,Hemarthrosis-hand,187.59,54,51.85
70909,Other dyschromia,187.56,45,35.56
71631,Climact arthritis-shlder,187.39,46,28.26
938,Foreign body GI NOS,187.27,11,27.27
07032,Hpt B chrn wo cm wo dlta,187.14,21,42.86
2827,Hemoglobinopathies NEC,187.07,280,35.0
5286,Leukoplakia oral mucosa,187.0,10,40.0
7079,Chronic skin ulcer NOS,186.95,128,38.28
7904,Elev transaminase/ldh,186.93,88,45.45
78930,Abdmnal mass unspcf site,186.83,63,42.86
71911,Hemarthrosis-shlder,186.67,51,29.41
78842,Polyuria,186.56,90,34.44
9145,Insect bite hand-infect,186.54,26,23.08
78891,Fnctnl urinary incontnce,186.33,90,33.33
V433,Heart valve replac NEC,186.22,127,31.5
V8902,Sus placentl prob nt fnd,186.0,30,26.67
8058,Vertebral fx NOS-closed,186.0,15,33.33
24961,Sec DM neuro uncontrld,185.98,102,41.18
38872,Referred pain of ear,185.83,12,66.67
8973,"Amput abv kn, unil-compl",185.71,28,28.57
V441,Gastrostomy status,185.65,69,37.68
4299,Heart disease NOS,185.62,64,29.69
71989,Joint dis NEC-mult jts,185.61,57,43.86
9112,Blister trunk,185.59,34,38.24
2822,Glutathione dis anemia,185.58,308,37.01
71608,Kaschin-beck dis NEC,185.51,49,42.86
71646,Trans arthropathy-l/leg,185.45,44,43.18
68609,Pyoderma NEC,185.38,65,43.08
V0751,Use of SERMs,185.14,37,40.54
6850,Pilonidal cyst w abscess,185.08,65,30.77
700,Corns and callosities,185.0,62,29.03
470,Deviated nasal septum,185.0,34,29.41
3951,Rheumatic aortic insuff,184.94,77,41.56
7392,Somat dysfunc thorac reg,184.87,39,35.9
70725,"Pressure ulcer,unstagebl",184.79,117,35.9
2537,Iatrogenic pituitary dis,184.76,21,52.38
81211,Fx surg neck humerus-opn,184.67,15,33.33
78833,Mixed incontinence,184.66,103,37.86
07982,SARS assoc coronavirus,184.62,13,30.77
V1529,Hx surgery to organs NEC,184.52,31,41.94
32740,Organic parasomnia NOS,184.44,18,27.78
71538,Loc osteoar NOS-site NEC,184.44,108,37.04
29583,Schizo NEC-subchr/exacer,184.33,30,30.0
71603,Kaschin-beck dis-forearm,184.29,42,28.57
8871,"Amp below elb, unil-comp",184.29,35,34.29
73309,Osteoporosis NEC,184.14,551,38.48
V598,Org or tissue donor NEC,184.14,29,31.03
6272,Sympt fem climact state,184.06,96,35.42
2879,Hemorrhagic cond NOS,183.91,87,29.89
25031,DMI o cm nt st uncntrld,183.9,100,32.0
8860,Amputation finger,183.9,41,36.59
9120,Abrasion shoulder/arm,183.89,36,38.89
71533,Loc osteoart NOS-forearm,183.81,113,30.09
9213,Contusion of eyeball,183.79,29,41.38
71657,Polyarthritis NOS-ankle,183.71,62,33.87
9211,Contusion periocular,183.68,38,39.47
34622,Var mgr NEC wo ntc mgr,183.66,41,41.46
78071,Chronic fatigue syndrome,183.55,1315,36.58
2818,Nutritional anemia NEC,183.47,271,35.79
V8711,Cntct/exp aromatc amines,183.43,35,40.0
36543,Glauc w ant seg anom NEC,183.33,18,72.22
9178,Superf inj foot/toe NEC,183.33,30,36.67
7911,Chyluria,183.33,120,35.83
V1303,Personl hx nephrotic syn,183.27,98,36.73
71890,Jt derangmnt NOS-unsp jt,183.21,56,37.5
6806,Carbuncle of leg,183.2,75,33.33
6270,Premenopause menorrhagia,183.12,96,32.29
6861,Pyogenic granuloma,183.1,84,30.95
2384,Polycythemia vera,183.03,33,48.48
8861,Amputation finger-compl,183.0,30,43.33
28401,Constitution RBC aplasia,182.69,301,39.2
V494,Disfigurements of limbs,182.68,41,34.15
2599,Endocrine disorder NOS,182.67,15,33.33
71996,Joint dis NOS-l/leg,182.65,49,26.53
2410,Nontox uninodular goiter,182.58,194,37.11
24920,Sec DM hpros nt st uncnr,182.56,86,37.21
V212,Adolescence growth NEC,182.42,33,33.33
71968,Joint symptom NEC-oth jt,182.35,51,31.37
45911,Postphlebtc synd w ulcer,182.29,48,31.25
9119,Superf inj trnk NEC-inf,182.12,33,33.33
71640,Trans arthropathy-unspec,181.93,57,43.86
9137,Foreign body forearm-inf,181.92,26,26.92
59373,Vscourtl rflx w npht NOS,181.89,53,24.53
31235,Isolated explosive dis,181.82,11,54.55
71629,Allerg arthritis-mult,181.82,44,29.55
24990,Sec DM unsp nt st uncon,181.79,117,45.3
6803,Carbuncle of arm,181.74,69,27.54
5192,Mediastinitis,181.71,35,25.71
8749,Opn wound neck NEC-compl,181.67,12,25.0
71901,Joint effusion-shlder,181.61,31,25.81
7946,Abn endocrine study NEC,181.43,21,38.1
9190,Abrasion NEC,181.36,22,54.55
36559,Glaucoma w lens dis NEC,181.33,30,36.67
2359,Unc behav neo resp NEC,181.29,31,35.48
2710,Glycogenosis,181.21,33,33.33
5930,Nephroptosis,181.19,67,34.33
6104,Mammary duct ectasia,181.15,139,41.01
7337,Algoneurodystrophy,181.14,35,40.0
87359,Open wnd face NEC-compl,181.0,10,20.0
27919,Defic cell immunity NOS,181.0,50,24.0
8902,Opn wnd hip/thigh w tend,181.0,30,40.0
25000,DMII wo cmp nt st uncntr,180.98,2013,34.77
7130,Arthrop w endocr/met dis,180.96,52,28.85
V1584,Hx-contct/expos asbestos,180.87,23,39.13
99569,Anphyl react oth sp food,180.87,23,34.78
6119,Breast disorder NOS,180.81,136,36.76
7868,Hiccough,180.8,276,34.78
V508,Elective surgery NEC,180.8,25,36.0
9114,Insect bite trunk,180.71,28,32.14
72660,Enthesopathy of knee NOS,180.67,75,32.0
8870,"Amput below elb, unilat",180.45,22,40.91
V6409,No vaccination NEC,180.36,28,28.57
2849,Aplastic anemia NOS,180.26,308,39.94
4570,Postmastect lymphedema,180.21,47,31.91
70720,"Pressure ulcer,stage NOS",180.1,101,25.74
29611,Recur manic dis-mild,180.0,91,38.46
71893,Jt derangmnt NOS-forearm,180.0,48,35.42
71943,Joint pain-forearm,180.0,46,32.61
6808,"Carbuncle, site NEC",180.0,66,37.88
07041,Hpt C acute w hepat Coma,180.0,17,41.18
V5869,Long-term use meds NEC,179.73,1030,36.21
9933,Caisson disease,179.33,15,26.67
5890,Unilateral small kidney,179.32,74,28.38
V0759,Use oth agnt af estrogen,179.29,28,42.86
7020,Actinic keratosis,179.27,82,39.02
29524,Catatonia-chr/exacerb,179.25,40,40.0
79901,Asphyxia,179.23,13,23.08
32751,Periodic limb movement,179.17,36,41.67
2810,Pernicious anemia,179.16,273,36.63
V8535,"BMI 35.0-35.9,adult",179.05,21,38.1
07059,Oth vrl hpat wo hpt coma,178.95,19,26.32
24910,Sec DM keto nt st uncntr,178.9,109,33.03
71949,Joint pain-mult jts,178.8,50,44.0
71880,Jt derangmnt NEC-unsp jt,178.47,59,42.37
71967,Joint symptom NEC-ankle,178.46,52,28.85
59800,Urethr strict:infect NOS,178.35,339,37.76
7323,Juv osteochondrosis arm,178.33,24,37.5
2776,Defic circul enzyme NEC,178.29,35,42.86
59972,Microscopic hematuria,178.28,87,37.93
28804,Neutropenia d/t infectn,178.26,23,52.17
9108,Superfic inj head NEC,178.0,25,24.0
24970,Sec DM circ nt st uncntr,177.98,114,37.72
36502,Anatomical narrow angle,177.93,29,44.83
28869,Elevated WBC count NEC,177.89,19,42.11
0551,Postmeasles pneumonia,177.89,38,52.63
V594,Kidney donor,177.88,33,42.42
9245,Contusion leg NOS,177.88,33,33.33
4878,Flu w manifestation NEC,177.86,28,21.43
34652,Prs ara wo inf/ntr w st,177.78,45,26.67
2814,Protein defic anemia,177.72,337,38.58
79009,Abnormal RBC NEC,177.65,17,41.18
78934,Abdmnal mass lt lwr quad,177.65,68,38.24
11289,Candidiasis site NEC,177.5,20,25.0
71944,Joint pain-hand,177.45,47,40.43
71892,Jt derangment NOS-up/arm,177.45,51,43.14
2861,Cong factor IX disorder,177.35,68,33.82
3689,Visual disturbance NOS,177.27,11,36.36
36564,Glaucoma w tumor or cyst,177.27,22,31.82
5734,Hepatic infarction,176.84,76,31.58
2690,Deficiency of vitamin k,176.82,44,45.45
9094,Late eff cert ext cause,176.67,18,33.33
6018,Prostatic inflam dis NEC,176.67,12,41.67
46401,Ac laryngitis w obstruct,176.67,102,45.1
2763,Alkalosis,176.58,237,36.71
4711,Polypoid sinus degen,176.36,33,30.3
59589,Cystitis NEC,176.3,373,35.39
7109,Diff connect tis dis NOS,176.27,67,32.84
7071,Diagnosis 7071,176.12,129,34.88
7324,Juv osteochondrosis leg,176.07,28,21.43
61172,Lump or mass in breast,176.0,150,40.0
4179,Pulmon circulat dis NOS,175.93,91,34.07
51909,Tracheostomy comp NEC,175.88,17,41.18
V861,Estrogen recep neg stat,175.88,34,35.29
V596,Liver donor,175.83,24,20.83
6103,Fibrosclerosis of breast,175.52,116,34.48
V161,Fm hx-trach/bronchog mal,175.48,31,45.16
4160,Prim pulm hypertension,175.4,100,36.0
4710,Polyp of nasal cavity,175.33,45,35.56
7136,Arthrop w hypersen react,175.33,45,57.78
V4578,Acquired absence of eye,175.19,27,22.22
71644,Trans arthropathy-hand,175.18,56,35.71
4644,Croup,175.18,112,34.82
7910,Proteinuria,175.13,117,38.46
81212,Fx anat neck humerus-opn,175.0,10,50.0
71601,Kaschin-beck dis-shlder,174.81,54,29.63
71908,Joint effusion-jt NEC,174.72,53,37.74
20282,Lymphomas NEC thorax,174.62,13,46.15
684,Impetigo,174.44,63,41.27
24921,Sec DM hprosmlr uncntrld,174.41,93,31.18
9164,Insect bite hip & leg,174.4,25,32.0
38912,"Neural hearng loss,bilat",174.17,12,33.33
71604,Kaschin-beck dis-hand,174.04,52,34.62
5565,Lftsded ulcertve colitis,174.0,30,40.0
V1811,Fam hx MEN syndrome,173.93,28,50.0
9538,Mult nerve root/plex inj,173.85,13,30.77
6121,Disproportn reconst brst,173.68,125,36.8
3373,Autonomic dysreflexia,173.64,11,36.36
71951,Jt stiffness NEC-shlder,173.61,61,32.79
V139,Hx of disease NOS,173.6,25,40.0
28310,Nonauto hem anemia NOS,173.58,327,36.39
32713,Recurrent hypersomnia,173.57,28,39.29
990,Effects radiation NOS,173.53,17,17.65
4650,Acute laryngopharyngitis,173.48,112,34.82
V141,Hx-antibiot allergy NEC,173.46,26,42.31
27785,Disorders acid oxidation,173.45,29,41.38
46411,Ac tracheitis w obstruct,173.1,116,41.38
60491,Orchitis in oth disease,173.08,13,23.08
71650,Polyarthritis NOS-unspec,173.0,70,37.14
V7189,Observ-suspect cond NEC,173.0,237,40.93
V4389,Organ/tiss replacmnt NEC,172.67,30,33.33
V593,Bone marrow donor,172.67,30,36.67
7877,Abnormal feces,172.58,66,33.33
82340,Torus fracture of tibia,172.5,16,25.0
2821,Heredit elliptocytosis,172.42,289,35.64
V1254,Hx TIA/stroke w/o resid,172.38,105,37.14
20273,Periph T cell lym abdom,172.14,14,64.29
2972,Paraphrenia,172.09,43,37.21
32701,Insomnia in other dis,172.06,34,55.88
78322,Underweight,172.0,35,31.43
71872,Dev dislocat jt-up/arm,172.0,40,42.5
2813,Megaloblastic anemia NEC,171.88,287,40.07
V8553,"BMI,pediatric 85% - <95%",171.79,28,39.29
V169,Family hx-malignancy NOS,171.67,24,33.33
V1649,Fm hx genital malig NEC,171.61,31,38.71
71625,Allerg arthritis-pelvis,171.6,50,38.0
71965,Joint symptom NEC-pelvis,171.56,45,33.33
88020,Opn wnd shouldr w tendon,171.56,32,43.75
28319,Oth nonauto hem anemia,171.49,268,37.31
61181,Ptosis of breast,171.48,122,43.44
41419,Aneurysm of heart NEC,171.43,42,52.38
70700,"Pressure ulcer, site NOS",171.37,124,33.06
9106,Foreign body head,171.36,22,31.82
78050,Sleep disturbance NOS,171.33,30,16.67
5361,Ac dilation of stomach,171.33,15,46.67
33905,Shrt lst uni nral hdache,171.32,38,31.58
69510,Erythema multiforme NOS,171.18,17,41.18
46451,Supraglottis w obstr NOS,171.05,105,45.71
71523,Loc 2nd osteoart-forearm,171.02,137,40.15
71999,Joint dis NOS-mult jts,170.96,52,32.69
9948,Effects electric current,170.91,11,54.55
28242,Thlassemia Hb-S w crisis,170.77,13,38.46
V177,Family hx-arthritis,170.71,28,28.57
4721,Chronic pharyngitis,170.71,42,40.48
V535,Diagnosis V535,170.68,73,35.62
V4452,Appendico-vesicos status,170.5,80,48.75
34621,Vrnt mgrn w ntrc mgr NEC,170.28,36,25.0
V070,Prophylactic isolation,170.26,38,23.68
7948,Abn liver function study,170.1,105,32.38
44502,"Atheroembolism,lower ext",170.0,11,27.27
9564,Inj cutan senso nerv/leg,170.0,16,43.75
71962,Joint symptom NEC-up/arm,169.8,51,37.25
4565,Pelvic varices,169.78,45,42.22
V4577,Acq absnce genital organ,169.75,40,42.5
5902,Renal/perirenal abscess,169.58,330,33.03
4910,Simple chr bronchitis,169.39,428,36.68
78936,Abdmnal mass epigastric,169.38,65,36.92
88029,Mlt opn wnd shldr w tend,169.2,25,36.0
9929,Heat effect NOS,169.17,12,41.67
0205,Pneumonic plague NOS,169.0,40,27.5
9126,Foreign body shouldr/arm,169.0,20,20.0
V192,Family hx-deafness,168.89,27,48.15
47819,Nasal & sinus dis NEC,168.86,35,25.71
80503,Fx c3 vertebra-closed,168.67,15,40.0
71881,Jt derangment NEC-shlder,168.51,47,38.3
47829,Disease of pharynx NEC,168.48,33,45.45
V417,Sexual function problem,168.22,90,33.33
71988,Joint dis NEC-oth jt,168.22,45,37.78
0311,Cutaneous mycobacteria,168.12,80,40.0
V489,Prob-head/neck/trunk NOS,168.08,26,34.62
79091,Abnrml art blood gases,168.0,25,24.0
71923,Villonod synovit-forearm,168.0,40,35.0
33989,Headache syndrome NEC,167.94,34,32.35
V4382,Breast replacement,167.78,27,44.44
V6401,No vaccin-acute illness,167.5,32,34.38
71851,Ankylosis-shoulder,167.23,47,42.55
1175,Cryptococcosis,167.22,18,22.22
78032,Complx febrile convulsns,167.2,75,32.0
V1859,Fam hx digest disord NEC,167.19,32,31.25
7138,Arthrop w oth dis NEC,167.11,45,40.0
4789,Upper resp dis NEC/NOS,166.97,33,39.39
71966,Joint symptom NEC-l/leg,166.96,56,41.07
34673,Ch mgr wo ara w ntr w st,166.92,26,23.08
4918,Chronic bronchitis NEC,166.91,444,38.06
32749,Organic parasomnia NEC,166.9,29,37.93
69277,3rd degree sunburn,166.88,16,56.25
24980,Sec DM oth nt st uncontr,166.78,121,30.58
V6405,No vaccin-caregiv refuse,166.77,31,25.81
88102,Open wound of wrist,166.67,36,33.33
71299,Cryst arthrop NOS-mult,166.67,18,55.56
6113,Fat necrosis of breast,166.67,129,43.41
V211,Puberty,166.58,38,39.47
25083,DMI oth uncntrld,166.57,108,47.22
0210,Ulceroglandul tularemia,166.56,64,34.38
8962,"Amputation foot, bilat",166.55,29,41.38
71658,Polyarthrit NOS-oth site,166.52,46,39.13
9155,Insect bite finger-infec,166.47,34,23.53
V1585,Hx-cont/exps haz bdy fld,166.47,34,47.06
00322,Salmonella pneumonia,166.43,42,35.71
3154,Devel coordination dis,166.43,14,42.86
V486,Disfigurements of head,166.39,36,30.56
2529,Parathyroid disorder NOS,166.36,11,36.36
31321,Shyness disorder-child,166.34,41,31.71
4785,Vocal cord disease NEC,166.21,29,17.24
3919,Ac rheumat hrt dis NOS,166.15,13,15.38
71651,Polyarthritis NOS-shlder,166.07,56,37.5
47825,Edema pharynx/nasopharyx,166.07,28,46.43
71929,Villonod synovit-mult jt,166.03,58,43.1
71229,Pyrophos cryst-mult,166.0,10,30.0
80718,Fx eight/more ribs-open,166.0,10,30.0
2828,Hered hemolytic anem NEC,165.97,288,33.68
78491,Postnasal drip,165.94,106,36.79
6804,Carbuncle of hand,165.89,73,38.36
78835,Post-void dribbling,165.84,101,30.69
88101,Open wound of elbow,165.71,35,31.43
88011,Open wound scapula-compl,165.56,27,37.04
2689,Vitamin D deficiency NOS,165.54,74,35.14
71859,Ankylosis-mult joints,165.51,49,46.94
88100,Open wound of forearm,165.5,20,25.0
8841,Open wound arm NOS-compl,165.48,31,29.03
7395,Somat dysfunc pelvic reg,165.22,23,34.78
71815,Loose body-pelvis,165.0,38,39.47
07049,Oth vrl hepat w hpt coma,165.0,10,30.0
4289,Heart failure NOS,164.81,339,35.4
3130,Overanxious disorder,164.71,34,29.41
6809,Carbuncle NOS,164.69,81,39.51
7311,Osteitis def in oth dis,164.52,31,41.94
7088,Urticaria NEC,164.44,18,38.89
47870,Disease of larynx NOS,164.44,36,30.56
2823,Enzyme defic anemia NEC,164.43,298,42.28
71981,Joint dis NEC-shlder,164.32,44,20.45
7313,Major osseous defects,164.29,42,38.1
035,Erysipelas,163.97,73,46.58
7398,Somat dysfunc rib cage,163.9,41,36.59
5936,Postural proteinuria,163.84,86,34.88
81251,Supracondyl fx humer-opn,163.75,16,43.75
4730,Chr maxillary sinusitis,163.71,116,34.48
70522,Sec focal hyperhidrosis,163.7,46,34.78
6150,Ac uterine inflammation,163.64,11,18.18
V168,Family hx-malignancy NEC,163.61,36,38.89
V468,Machine dependence NEC,163.51,37,43.24
260,Kwashiorkor,163.42,38,39.47
78932,Abdmnal mass lft up quad,163.33,60,31.67
07022,Hpt B chrn coma wo dlta,163.33,27,44.44
6279,Menopausal disorder NOS,163.21,109,33.03
0521,Varicella pneumonitis,163.14,35,34.29
28263,Hb-SS/hb-C dis w/o crsis,163.08,13,23.08
71648,Trans arthropathy NEC,162.83,53,39.62
V642,No proc/patient decision,162.81,32,25.0
9104,Insect bite head,162.76,29,48.28
20800,Ac leu un cl wo ach rmsn,162.73,11,36.36
3020,Ego-dystonic sex orient,162.33,30,53.33
92302,Contusion axillary reg,162.31,26,23.08
8830,Open wound of finger,162.26,31,45.16
32700,Organic insomnia NOS,162.17,23,34.78
99585,Oth adult abuse/neglect,162.0,10,60.0
71980,Joint dis NEC-unspec,161.96,46,23.91
V6402,No vaccin-chronc illness,161.88,32,25.0
V693,Gambling and betting,161.85,27,44.44
32709,Organic insomnia NEC,161.67,24,33.33
28739,Prim thrombocytopen NEC,161.65,85,42.35
7815,Clubbing of fingers,161.54,26,38.46
4831,Pneumonia d/t chlamydia,161.43,35,40.0
34632,Hemplg mgr wo ntrc w st,161.38,29,27.59
8873,"Amput abv elb, unil-comp",161.21,33,36.36
V8904,Sus fetal growth not fnd,161.18,34,41.18
27800,Obesity NOS,161.03,68,27.94
V188,Fm hx-infect/parasit dis,161.03,29,37.93
V8803,Acq absnc cerv/remain ut,160.94,32,50.0
V1522,Hx in utero proc fetus,160.8,25,28.0
6111,Hypertrophy of breast,160.34,148,37.16
34282,Ot sp hmiplg nondmnt sde,160.0,11,27.27
V181,Diagnosis V181,160.0,24,50.0
79381,Mammographic microcalcif,160.0,167,37.72
79502,Pap smear (ASC-H),160.0,10,30.0
6807,Carbuncle of foot,159.86,72,31.94
78864,Urinary hesitancy,159.77,86,31.4
V8901,Sus amntc cav/mem nt fnd,159.58,24,20.83
07021,Hpt B acte coma w dlta,159.55,22,40.91
73391,Arrest of bone growth,159.5,40,30.0
5909,Infection of kidney NOS,159.43,334,37.13
71902,Joint effusion-up/arm,159.43,35,34.29
4441,Thoracic aortic embolism,159.41,17,41.18
30023,Social phobia,159.39,49,30.61
6868,Local skin infection NEC,159.38,64,32.81
7013,Striae atrophicae,159.36,47,34.04
25091,DMI unspf nt st uncntrld,159.35,92,36.96
9939,Effect air pressure NOS,159.29,14,35.71
V674,FU exam treatd healed fx,159.29,14,28.57
71897,Jt derangement NOS-ankle,159.23,39,35.9
2454,Iatrogenic thyroiditis,159.1,166,37.35
71667,Monoarthritis NOS-ankle,158.97,39,48.72
0430,Subarachnoid hemorrhage,158.95,57,33.33
28862,Leukemoid reaction,158.93,28,25.0
6112,Fissure of nipple,158.85,131,41.22
0220,Cutaneous anthrax,158.83,77,45.45
V595,Cornea donor,158.75,24,33.33
28950,Spleen disease NOS,158.64,22,40.91
V851,"BMI between 19-24,adult",158.52,27,33.33
7808,Generalizd hyperhidrosis,158.51,74,37.84
88001,Open wound of scapula,158.4,25,32.0
42769,Premature beats NEC,158.2,1496,38.17
8922,Open wound foot w tendon,158.18,33,24.24
2775,Mucopolysaccharidosis,158.0,30,16.67
V1640,Fm hx genital malig NOS,158.0,30,33.33
V6443,Arthroscopc conv to open,158.0,20,30.0
